Lonitude           Latitude           Altitude           Yaw                Pitch              Roll               X                  Y                  Z                  Vx                Vy                 Vz                 Wx                 Wy                 Wz                 Fx                 Fy                 Fz                 Trac               Wind                Lift
-1,22000000E+002   +3,73001258E+001   +6,56167979E+003   +0,00000000E+000   +0,00000000E+000   +0,00000000E+000   +0,00000000E+000   +4,00000000E+001   +0,00000000E+000   +0,00000000E+000   +3,99958720E+002   +9,15800000E-002   +0,00000000E+000   +0,00000000E+000   +0,00000000E+000   +0,00000000E+000   -4,12800000E+003   +9,15800000E+003   +0,00000000E+000   +4,12800000E+003   +1,07328000E+005
-1,22000000E+002   +3,73002516E+001   +6,56170984E+003   +0,00000000E+000   +1,15631681E-006   +0,00000000E+000   +0,00000000E+000   +7,99958720E+001   +9,15800000E-003   +0,00000000E+000   +4,00027449E+002   +1,82929036E-001   +0,00000000E+000   +1,15631681E-005   +0,00000000E+000   +0,00000000E+000   +6,87285187E+003   +9,13490364E+003   +1,10000000E+004   +4,12714824E+003   +1,07305849E+005
-1,22000000E+002   +3,73003774E+001   +6,56176985E+003   +0,00000000E+000   +4,62756336E-006   +0,00000000E+000   +0,00000000E+000   +1,19998617E+002   +2,74509036E-002   -1,24122204E-006   +4,00096163E+002   +2,74637462E-001   +0,00000000E+000   +3,47124655E-005   +0,00000000E+000   -1,24122204E-001   +6,87143301E+003   +9,17084252E+003   +1,10000000E+004   +4,12856742E+003   +1,07342730E+005
-1,22000000E+002   +3,73005033E+001   +6,56185996E+003   +1,56666619E-011   +1,15761602E-005   +1,26929056E-016   -1,24122204E-007   +1,60008233E+002   +5,49146498E-002   -6,21015345E-006   +4,00164863E+002   +3,66705222E-001   +0,00000000E+000   +6,94859682E-005   +1,56666619E-010   -4,96893141E-001   +6,87001399E+003   +9,20677609E+003   +1,10000000E+004   +4,12998699E+003   +1,07379611E+005
-1,22000000E+002   +3,73006291E+001   +6,56198027E+003   +1,09938442E-010   +2,31623876E-005   +1,76372024E-015   -7,45137549E-007   +2,00024719E+002   +9,15851720E-002   -1,86442156E-005   +4,00233549E+002   +4,59132266E-001   -6,40991733E-018   +1,15862275E-004   +9,42717801E-010   -1,24340621E+000   +6,86859479E+003   +9,24270434E+003   +1,10000000E+004   +4,13140694E+003   +1,07416490E+005
-1,22000000E+002   +3,73007550E+001   +6,56213090E+003   +4,40943127E-010   +4,05383908E-005   +1,22967952E-014   -2,60955910E-006   +2,40048074E+002   +1,37498399E-001   -4,35310440E-005   +4,00302221E+002   +5,51918538E-001   -9,55412539E-017   +1,73760032E-004   +3,31004685E-009   -2,48868284E+000   +6,86717542E+003   +9,27862725E+003   +1,10000000E+004   +4,13282730E+003   +1,07453368E+005
-1,22000000E+002   +3,73008809E+001   +6,56231198E+003   +1,32660559E-009   +6,48421674E-005   +5,88908495E-014   -6,96266350E-006   +2,80078296E+002   +1,92690252E-001   -8,71013152E-005   +4,00370878E+002   +6,45063986E-001   -7,17474737E-016   +2,43037766E-004   +8,85662468E-009   -4,35702713E+000   +6,86575588E+003   +9,31454478E+003   +1,10000000E+004   +4,13424805E+003   +1,07490245E+005
-1,22000000E+002   +3,73010068E+001   +6,56252361E+003   +3,32632870E-009   +9,71915694E-005   +2,20532297E-013   -1,56727950E-005   +3,20115384E+002   +2,57196651E-001   -1,56815087E-004   +4,00439522E+002   +7,38568555E-001   -3,69855636E-015   +3,23494020E-004   +1,99972311E-008   -6,97137722E+000   +6,86433616E+003   +9,35045691E+003   +1,10000000E+004   +4,13566921E+003   +1,07527120E+005
-1,22000000E+002   +3,73011328E+001   +6,56276592E+003   +7,34013695E-009   +1,38678350E-004   +6,92413417E-013   -3,13543038E-005   +3,60159336E+002   +3,31053507E-001   -2,61341655E-004   +4,00508151E+002   +8,32432191E-001   -1,48719765E-014   +4,14867802E-004   +4,01380828E-008   -1,04526567E+001   +6,86291625E+003   +9,38636354E+003   +1,10000000E+004   +4,13709078E+003   +1,07563994E+005
-1,22000000E+002   +3,73012587E+001   +6,56303903E+003   +1,47256814E-008   +1,90362284E-004   +1,90248699E-012   -5,74884692E-005   +4,00210151E+002   +4,14296726E-001   -4,10532949E-004   +4,00576766E+002   +9,26654836E-001   -4,99856594E-014   +5,16839346E-004   +7,38554457E-008   -1,49191294E+001   +6,86149617E+003   +9,42226458E+003   +1,10000000E+004   +4,13851277E+003   +1,07600867E+005
-1,22000000E+002   +3,73013847E+001   +6,56334305E+003   +2,74335159E-008   +2,53265402E-004   +4,70660521E-012   -9,85417641E-005   +4,40267828E+002   +5,06962209E-001   -6,15390557E-004   +4,00645366E+002   +1,02123644E+000   -1,46554264E-013   +6,29031175E-004   +1,27078348E-007   -2,04857609E+001   +6,86007590E+003   +9,45815987E+003   +1,10000000E+004   +4,13993518E+003   +1,07637739E+005
-1,22000000E+002   +3,73015107E+001   +6,56367810E+003   +4,81610686E-008   +3,28366350E-004   +1,06959386E-011   -1,60080820E-004   +4,80332365E+002   +6,09085853E-001   -8,88026457E-004   +4,00713953E+002   +1,11617693E+000   -3,85682083E-013   +7,51009484E-004   +2,07275536E-007   -2,72635899E+001   +6,85865544E+003   +9,49404921E+003   +1,10000000E+004   +4,14135802E+003   +1,07674609E+005
-1,22000000E+002   +3,73016368E+001   +6,56404430E+003   +8,05257525E-008   +4,16594931E-004   +2,26581948E-011   -2,48883465E-004   +5,20403760E+002   +7,20703546E-001   -1,24161759E-003   +4,00782525E+002   +1,21147625E+000   -9,29624539E-013   +8,82285812E-004   +3,23646860E-007   -3,53591136E+001   +6,85723479E+003   +9,52993233E+003   +1,10000000E+004   +4,14278128E+003   +1,07711478E+005
-1,22000000E+002   +3,73017628E+001   +6,56444177E+003   +1,29257678E-007   +5,18826834E-004   +4,52423475E-011   -3,73045225E-004   +5,60482013E+002   +8,41851171E-001   -1,69035448E-003   +4,00851084E+002   +1,30713434E+000   -2,08300891E-012   +1,02231903E-003   +4,87319309E-007   -4,48736888E+001   +6,85581395E+003   +9,56580889E+003   +1,10000000E+004   +4,14420499E+003   +1,07748345E+005
-1,22000000E+002   +3,73018889E+001   +6,56487062E+003   +2,00412463E-007   +6,35878592E-004   +8,58849379E-011   -5,42080673E-004   +6,00567121E+002   +9,72564605E-001   -2,24938402E-003   +4,00919627E+002   +1,40315112E+000   -4,38822208E-012   +1,17051758E-003   +7,11547964E-007   -5,59029539E+001   +6,85439291E+003   +9,60167845E+003   +1,10000000E+004   +4,14562913E+003   +1,07785211E+005
-1,22000000E+002   +3,73020150E+001   +6,56533097E+003   +3,01604659E-007   +7,68502799E-004   +1,56064317E-010   -7,67019075E-004   +6,40659084E+002   +1,11287972E+000   -2,93474676E-003   +4,00988157E+002   +1,49952653E+000   -8,76850724E-012   +1,32624207E-003   +1,01192220E-006   -6,85362737E+001   +6,85297168E+003   +9,63754049E+003   +1,10000000E+004   +4,14705373E+003   +1,07822076E+005
-1,22000000E+002   +3,73021411E+001   +6,56582294E+003   +4,42262363E-007   +9,17383604E-004   +2,72957220E-010   -1,06049375E-003   +6,80757899E+002   +1,26283237E+000   -3,76330885E-003   +4,01056673E+002   +1,59626047E+000   -1,67357935E-011   +1,48880805E-003   +1,40657753E-006   -8,28562096E+001   +6,85155025E+003   +9,67339438E+003   +1,10000000E+004   +4,14847877E+003   +1,07858940E+005
